brand,name,price,concentration,gender,scents,base_note,middle_note,Gender_encoded,scent_strength,price_normalized,notes_diversity,base_note_0,base_note_1,base_note_2,base_note_3,base_note_4,base_note_5,base_note_6,base_note_7,base_note_8,base_note_9,base_note_10,base_note_11,middle_note_0,middle_note_1,middle_note_2,middle_note_3,middle_note_4,middle_note_5,middle_note_6,middle_note_7,middle_note_8,middle_note_9,middle_note_10,middle_note_11,Woody,Floral,Arabian,Spicy,Oriental,Fruity,Fresh,Citrus,Vanilla,Musk,Aromatic,Jasmine,Rose,Sandalwood,Clean
RALPH LAUREN,Safari,178.0,EDT,Men,Woody,"Leather, sandalwood, amber, patchouli, musk, oakmoss, cedar","Cyclamen, carnation, cinnamon, tarragon, jasmine, rose",1,1.0,0.1919399666481378,14,Leather,Salwood,Sandalwood,amber,patchouli,musk,oakmoss,cedar,,,,,Cyclamen,carnation,cinnamon,tarragon,jasmine,rose,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMPORIO ARMANI,Stronger With You,175.85,EDT,Men,Floral,"Amberwood, Cedar, Chestnut, Vanilla","Melon, Pineapple, Sage",1,1.0,0.1895497498610339,7,Amberwood,Cedar,Chestnut,Vanilla,,,,,,,,,Melon,Pineapple,Sage,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TED LAPIDUS,Rumba Passion Ted Lapidus,95.0,EDT,Women,Floral,"Patchouli, Vanilla And Honey",Jasmine And Rose,0,1.0,0.0996664813785436,3,Patchouli,Vanilla  Honey,,,,,,,,,,,Jasmine  Rose,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,Dark Blue,129.0,EDT,Men,Citrus,"Benzoin, Olibanum, Patchouli and Suede","Pelargonium, Cypress and Sage",1,1.0,0.1374652584769316,7,Benzoin,Olibanum,Patchouli,Suede,,,,,,,,,Pelargonium,Cypress,Sage,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BOUCHERON,Quatre,169.75,EDP,Women,Floral,"Caramel, Cashmere, Vanilla, White Musk","Apple, Jasmine, Fishing, Rose",0,2.0,0.1827682045580878,8,Caramel,Cashmere,Vanilla,White Musk,,,,,,,,,Apple,Jasmine,Fishing,Rose,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,Molto Carina,8.55,EDT,Women,Woody,"Musk, Lactone, Woody Amber","Tropical Fruits, Peach, Jasmin, Water",0,1.0,0.0035575319622012,7,Musk,Lactone,Woody Amber,,,,,,,,,,Tropical Fruits,Peach,Jasmin,Water,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armani,Stronger With You Intensely,336.0,EDP,Men,Sweet Aromatic,Ambery Woods,Vanilla,1,2.0,0.3675931072818232,2,Ambery Woods,,,,,,,,,,,,Vanilla,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PACO RABANNE,1 Million,173.0,EDT,Men,Woody,"Indian Patchouli, amber, woody notes and leather","Rose absolute, musk and cinnamon bark",1,1.0,0.1863813229571984,7,Indian Patchouli,amber,woody notes,leather,,,,,,,,,Rose absolute,musk,cinnamon bark,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VALENTINO,Valentina,241.0,EDP,Women,Floral,"Virginia Cedar,Vanilla,Amber","Strawberry,Tuberose,African Orange Flower,Jasmine",0,2.0,0.2619788771539744,7,Virginia Cedar,Vanilla,Amber,,,,,,,,,,Strawberry,Tuberose,African Orange Flower,Jasmine,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ard Al Zaafaran,Oud 24 Hours,47.0,EDP,Unisex,Fresh,"Amber, Incense, Sandalwood, Patchouli And Agarwood (oud)","Spicy Notes, Fruity Notes, Jasmine, Gardenia And Ylang-ylang",2,2.0,0.0463035019455252,9,Amber,Incense,Salwood,Sandalwood,Patchouli  Agarwood (oud),,,,,,,,Spicy Notes,Fruity Notes,Jasmine,Gardenia  Ylang-ylang,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DKNY,Be Delicious,148.35,EDP,Women,Floral,White Amber and Woods,"Apple, Tuberose, White Muguet, Rose and Violet",0,2.0,0.1589772095608671,7,White Amber,Woods,,,,,,,,,,,Apple,Tuberose,White Muguet,Rose,Violet,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Estee Lauder,Modern Muse,239.7,EDP,Women,Floral,"Patchouli, Amber, Musk, Vanilla, Woodsy Note","Tuberose, Lily, Flower Petals, Honeysuckles, Jasmine Sambac, Chinee Jasmine",0,2.0,0.2605336297943302,11,Patchouli,Amber,Musk,Vanilla,Woodsy Note,,,,,,,,Tuberose,Lily,Flower Petals,Honeysuckles,Jasmine Sambac,Chinee Jasmine,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAROLINA HERRERA,Good Girl,213.15,EDP,Women,Arabian,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood","Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",0,2.0,0.2310172317954419,13,Tonka Bean,Cocoa,Salwood,Sandalwood,Praline,Cinnamon,Cedar,Cashmere Wood,,,,,Jasmine Sambac,Tuberose,Orris,Bulgarian Rose,Orange Blossom,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,Mr.Burberry,199.9,EDP,Men,Woody,"Sandalwood, Vetiver , Guaiac Wood","Birch Leaf, Nutmeg Oil , Cedar",1,2.0,0.2162868260144524,7,Salwood,Sandalwood,Vetiver,Guaiac Wood,,,,,,,,,Birch Leaf,Nutmeg Oil,Cedar,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guerlain,Ideal,223.0,EDP,Men,Fruity,"Leather, Sandalwood, Tonka Beans","Bulgarian Rose, Cherry, Incense, Vanilla",1,2.0,0.2419677598665925,8,Leather,Salwood,Sandalwood,Tonka Beans,,,,,,,,,Bulgarian Rose,Cherry,Incense,Vanilla,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GIORGIO ARMANI,Acqua Di Gio,464.9,EDT,Men,Citrus,"Amber, Oak moss, Musk and Cedar","Violet, Coriander, Small Coconut, Peach, Rose, Sea Notes, Freesia And Flower Of Love",1,1.0,0.5108949416342412,12,Amber,Oak moss,Musk,Cedar,,,,,,,,,Violet,Cori,er,Small Coconut,Peach,Rose,Sea Notes,Freesia  Flower Of Love,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ELIE SAAB,Girl of Now Shine,192.0,EDP,Women,Arabian,"Iris, Jasmine, Sweet Vanilla And Patchouli",Roasted Almonds And Ylang-ylang,0,2.0,0.2075041689827682,4,Iris,Jasmine,Sweet Vanilla  Patchouli,,,,,,,,,,Roasted Almonds  Ylang-ylang,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NARCISO RODRIGUEZ,Narciso Rodriguez,215.75,EDP,Women,Spicy,"Patchouli, Sandalwood","Amber, Musk",0,2.0,0.2339077265147304,5,Patchouli,Salwood,Sandalwood,,,,,,,,,,Amber,Musk,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Roberto Cavalli,Uomo,126.0,EDT,Men,Floral,Cedar,"Honey, Lavender",1,1.0,0.1341300722623679,3,Cedar,,,,,,,,,,,,Honey,Lavender,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTBLANC,Emblem Absolu,116.0,EDT,Men,Spicy,"Patchouli, Vetiver and Moss","Pink Pepper, Lavender, Fruits and Honey",1,1.0,0.1230127848804891,7,Patchouli,Vetiver,Moss,,,,,,,,,,Pink Pepper,Lavender,Fruits,Honey,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACOSTE,Eau de Lacoste L. 12.12 Noir,85.0,EDT,Men,Spicy,"Dark Chocolate, Cashmeran, Coumarin And Patchouli","Basil, Verbena And Lavender",1,1.0,0.0885491939966648,5,Dark Chocolate,Cashmeran,Coumarin  Patchouli,,,,,,,,,,Basil,Verbena  Lavender,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,CKIN2U,82.9,EDT,Men,Citrus,"Vetiver, Cedar and White Musk",Cacao Pod,1,1.0,0.0862145636464702,4,Vetiver,Cedar,White Musk,,,,,,,,,,Cacao Pod,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Roberto Cavalli,Florence,166.8,EDP,Women,Floral,"Patchouli, Musk, Amber","Orange Blossom, Grapefruit Blossom, Hibiscus Seed",0,2.0,0.1794886047804336,6,Patchouli,Musk,Amber,,,,,,,,,,Orange Blossom,Grapefruit Blossom,Hibiscus Seed,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMMY HILFIGER,Tommy Hilfiger,124.9,EDT,Men,Spicy,"Amber, Cactus And Cotton Flower","Cranberry, Rose And Granny Smith Apple",1,1.0,0.1329071706503613,4,Amber,Cactus  Cotton Flower,,,,,,,,,,,Cranberry,Rose  Granny Smith Apple,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LE CHAMEAU,Atelier Intense,71.25,EDT,Men,Arabian,"Vetyver, Amber, Musk, Oakmoss","Spicy, Sandalwood, Ceadarwood, Tonka",1,1.0,0.0732629238465814,9,Vetyver,Amber,Musk,Oakmoss,,,,,,,,,Spicy,Salwood,Sandalwood,Ceadarwood,Tonka,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LE CHAMEAU,Genesis Oud Malaki,73.0,EDT,Unisex,Arabian,Musk and Vetiver,"Agarwood, Apple, Patchouli and Amber",2,1.0,0.0752084491384102,6,Musk,Vetiver,,,,,,,,,,,Agarwood,Apple,Patchouli,Amber,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AVON,Tomorrow,70.0,EDP,Women,Floral,"Powdery, Floral, Woody, Balsamic, Rose",Musk,0,2.0,0.0718732629238465,6,Powdery,Floral,Woody,Balsamic,Rose,,,,,,,,Musk,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvatore Ferragamo,Signorina Eleganza,153.3,EDP,Women,Fruity,Patchouli And White Leather,Almond Powder And Golden Osmanthus Petals,0,2.0,0.1644802668148972,2,Patchouli  White Leather,,,,,,,,,,,,Almond Powder  Golden Osmanthus Petals,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Carrera,Pour Homme,43.5,EDT,Men,Woody,"Cedar, Tonka Bean, Musk, Leather, Sandalwood And Oakmoss","Anise, Ginger, Cloves And Jasmine",1,1.0,0.0424124513618677,9,Cedar,Tonka Bean,Musk,Leather,Salwood,alwood  Oakmoss,,,,,,,Anise,Ginger,Cloves  Jasmine,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,Nashwa,14.2,EDT,Women,Woody,"Amber, patchouli, vanilla, musk, sandalwood","Magnolia, gardenia, lily of the valley, freesia, jasmine",0,1.0,0.0098387993329627,11,Amber,patchouli,vanilla,musk,Salwood,Sandalwood,,,,,,,Magnolia,gardenia,lily of the valley,freesia,jasmine,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,Euphoria,94.55,EDT,Men,Woody,"Amber, Patchouli, Brazilian Redwood And Suede","Black Basil, Sage And Cedar",1,1.0,0.0991662034463591,5,Amber,Patchouli,Brazilian Redwood  Suede,,,,,,,,,,Black Basil,Sage  Cedar,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,XX,158.65,EDT,Women,Fruity,"Amber, Musk, Sandalwood","Jasmine, Rice, Rose",0,1.0,0.1704280155642023,7,Amber,Musk,Salwood,Sandalwood,,,,,,,,,Jasmine,Rice,Rose,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sedr Al-Khaleej Perfumes,Moon Light,34.3,EDP,Women,Citrus,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood","Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",0,2.0,0.0321845469705391,13,Tonka Bean,Cocoa,Salwood,Sandalwood,Praline,Cinnamon,Cedar,Cashmere Wood,,,,,Jasmine Sambac,Tuberose,Orris,Bulgarian Rose,Orange Blossom,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dunhill,Desire,84.95,EDT,Men,Fresh,"Vanilla, Musk And Labdanum","Rose, Teakwood And Patchouli",1,1.0,0.0884936075597554,4,Vanilla,Musk  Labdanum,,,,,,,,,,,Rose,Teakwood  Patchouli,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dior,Sauvage,240.85,EDT,Men,Fresh,"Cedar, labdanum, ambroxan","Geranium, lavender, sichuan, pepper, elemi, pink pepper, vetiver, patchouli",1,1.0,0.2618121178432462,11,Cedar,labdanum,ambroxan,,,,,,,,,,Geranium,lavender,sichuan,pepper,elemi,pink pepper,vetiver,patchouli,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TRUSSARDI,My Land,164.0,EDT,Men,Woody,"Leather, Vetiver and Tonka Bean","Lavender, Violet and Calone",1,1.0,0.1763757643135075,6,Leather,Vetiver,Tonka Bean,,,,,,,,,,Lavender,Violet,Calone,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dupont,Passenger,95.0,EDT,Men,Woody,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",1,1.0,0.0996664813785436,6,Guaiac Wood,Benzoin,,,,,,,,,,,Ginger,Cardamom,Pink Pepper,Lavender,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL SCHLESSER,Essential,103.95,EDP,Women,Oriental,"Sandal Wood, Musk And Vetiver","Peony, Violet, Freesia And Bulgarian Rose",0,2.0,0.1096164535853252,6,Salwood,al Wood,Musk  Vetiver,,,,,,,,,,Peony,Violet,Freesia  Bulgarian Rose,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Calvin Klein,Euphoria,91.95,EDT,Men,Woody,"Amber, Patchouli, Brazilian Redwood, Suede","Black Basil, Sage, Cedar",1,1.0,0.0962757087270706,7,Amber,Patchouli,Brazilian Redwood,Suede,,,,,,,,,Black Basil,Sage,Cedar,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACO RABANNE,Pour Homme,136.05,EDT,Men,Woody,"Honey, Amber, Musk, Oakmoss","Tonka Bean, Lavender, Geranium",1,1.0,0.1453029460811562,7,Honey,Amber,Musk,Oakmoss,,,,,,,,,Tonka Bean,Lavender,Geranium,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTBLANC,Starwalker,125.55,EDT,Men,Woody,"Ginger, Fir Resin, Nutmeg, Amber","Sandalwood, White Musk, Cedar",1,1.0,0.1336297943301834,8,Ginger,Fir Resin,Nutmeg,Amber,,,,,,,,,Salwood,Sandalwood,White Musk,Cedar,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,Classic Black,8.8,EDT,Men,Fresh,"Chocolate,cashmere Wood, Patchouli, Tonka Bean","Basil, Verbena , Lavender",1,1.0,0.0038354641467481,7,Chocolate,cashmere Wood,Patchouli,Tonka Bean,,,,,,,,,Basil,Verbena,Lavender,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S.T.Dupont,Essence Pure,84.6,EDT,Women,Citrus,"Amber, Patchouli, Vanilla And Cedar",Jasmine And Rose,0,1.0,0.0881045025013896,4,Amber,Patchouli,Vanilla  Cedar,,,,,,,,,,Jasmine  Rose,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S.T.Dupont,Passenger Spray,124.7,EDP,Women,Fruity,Sandalwood and Musk,"Redolent with Cyclamen, Gardenia, Rose and Iris",0,2.0,0.1326848249027237,7,Salwood,Sandalwood,Musk,,,,,,,,,,Redolent with Cyclamen,Gardenia,Rose,Iris,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DAVIDOFF,Zino,81.55,EDT,Men,Woody,"Tonka, Sandal, Amber, Cedar, Patchouli and Vanilla","Muguet, Rose, Jasmine and Geranium",1,1.0,0.0847137298499166,11,Tonka,Salwood,al,Amber,Cedar,Patchouli,Vanilla,,,,,,Muguet,Rose,Jasmine,Geranium,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajmal,Evoke,150.05,EDP,Women,Floral,"Patchouli, Vanilla And Moss","Jasmine, Rose And Orris",0,2.0,0.1608671484157865,4,Patchouli,Vanilla  Moss,,,,,,,,,,,Jasmine,Rose  Orris,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guerlain,Idylle,259.7,EDP,Women,Floral,"Musk, Patchouli","Jasmine, Lilac, Lily, Lily Of The Valley, Peony",0,2.0,0.2827682045580878,7,Musk,Patchouli,,,,,,,,,,,Jasmine,Lilac,Lily,Lily Of The Valley,Peony,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHOPARD,Wish,96.0,EDP,Women,Oriental,"Patchouli, Caramel, Amber, Sandalwood, Vanilla","Honey, Milk, Lily Of The Valley, Orchid, Violet, Jasmine, Heliotrope, Osmanthus, and Magnolia",0,2.0,0.1007782101167315,16,Patchouli,Caramel,Amber,Salwood,Sandalwood,Vanilla,,,,,,,Honey,Milk,Lily Of The Valley,Orchid,Violet,Jasmine,Heliotrope,Osmanthus,,Magnolia,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PACO RABANNE,Olympêa,150.0,EDP,Women,Floral,"Sandalwood, Cashmere and Ambergris",Vanilla,0,2.0,0.1608115619788771,5,Salwood,Sandalwood,Cashmere,Ambergris,,,,,,,,,Vanilla,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHOPARD,Happy Spirit,152.15,EDP,Women,Floral,"Amber, Cashmere Wood, Musk","Honeysuckle, Osmanthus",0,2.0,0.1632017787659811,5,Amber,Cashmere Wood,Musk,,,,,,,,,,Honeysuckle,Osmanthus,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CARTIER,Pasha de Cartier,185.25,EDT,Men,Aromatic,"Oakmoss, Sandalwood, Patchouli, Labdanum","Coriander, Brazilian Rosewood",1,1.0,0.2,8,Oakmoss,Salwood,Sandalwood,Patchouli,Labdanum,,,,,,,,Cori,er,Brazilian Rosewood,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PACO RABANNE,Olympea,134.0,EDP,Women,Floral,"Cashmere, Sandalwood, Ambergris",Salted Vanilla,0,2.0,0.143023902167871,5,Cashmere,Salwood,Sandalwood,Ambergris,,,,,,,,,Salted Vanilla,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jennifer lopez,Live,104.0,EDP,Women,Fruity,"Tonka Bean, Sensual, Rich, Creamy Buttery Lactonic Caramel","Uity Red Currant Blossoms, Violet",0,2.0,0.1096720400222345,6,Tonka Bean,Sensual,Rich,Creamy Buttery Lactonic Caramel,,,,,,,,,Uity Red Currant Blossoms,Violet,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Yves Saint Laurent,Black Opium Nuit Blanche,266.9,EDP,Women,Spicy,"Vanilla Absolute, Sandalwood, White Musk","Orange Blossom Absolute, Black Opium Coffee",0,2.0,0.2907726514730405,6,Vanilla Absolute,Salwood,Sandalwood,White Musk,,,,,,,,,Orange Blossom Absolute,Black Opium Coffee,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,Euphoria Intense,99.0,EDT,Men,Spicy,"Cashmere Woods, Madagascar Vanilla, Burnt Amber and Australian Sandalwood","Black Basil, Sage, Cedar, Vetiver",1,1.0,0.1041133963312951,9,Cashmere Woods,Madagascar Vanilla,Burnt Amber,Australian S,Sandalwood,,,,,,,,Black Basil,Sage,Cedar,Vetiver,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PACO RABANNE,Paco Rabanne,133.7,EDT,Men,Woody,"Tobacco, Oakmoss And Musk","Lavender, Thyme And Tarragon",1,1.0,0.1426903835464146,4,Tobacco,Oakmoss  Musk,,,,,,,,,,,Lavender,Thyme  Tarragon,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajmal,Sacrifice,75.9,EDP,Women,Floral,"Woody, Oriental and Musky","Floral, Musky",0,2.0,0.0784324624791551,5,Woody,Oriental,Musky,,,,,,,,,,Floral,Musky,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BVLGARI,Petits Et Mamans,197.75,EDT,Women,Floral,Iris and Vanilla,White Peach,0,1.0,0.2138966092273485,3,Iris,Vanilla,,,,,,,,,,,White Peach,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferrari,Scuderia Black,98.5,EDT,Men,Fruity,"Cedar, Amber, Musk and Vanilla","Cardamom, Cinnamon, Rose and Jasmine",1,1.0,0.1035575319622012,8,Cedar,Amber,Musk,Vanilla,,,,,,,,,Cardamom,Cinnamon,Rose,Jasmine,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TRUSSARDI,My Name,228.0,EDP,Women,Floral,"Dry Amber, Vanilla",Lilac And Musk,0,2.0,0.2475264035575319,3,Dry Amber,Vanilla,,,,,,,,,,,Lilac  Musk,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VERSACE,Crystal Noir,183.45,EDT,Women,Arabian,"Sandalwood, Musk and Amber","Orange Blossom, Peony, Gardenia and Coconut",0,1.0,0.1979988882712618,8,Salwood,Sandalwood,Musk,Amber,,,,,,,,,Orange Blossom,Peony,Gardenia,Coconut,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,Intense Euphoria,109.95,EDT,Men,Spicy,"Labdanum, Amber, Patchouli, Agarwood, Myrrh","Black Basil, Sage, Cedar, Vetiver",1,1.0,0.1162868260144524,9,Labdanum,Amber,Patchouli,Agarwood,Myrrh,,,,,,,,Black Basil,Sage,Cedar,Vetiver,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PACO RABANNE,One Million Lucky,257.15,EDT,Men,Woody,"White cedar, patchouli, amber wood, vanilla","Hazelnut, Cedar and Jasmine",1,1.0,0.2799332962757087,7,White cedar,patchouli,amber wood,vanilla,,,,,,,,,Hazelnut,Cedar,Jasmine,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERMES,Terre D' Hermes,173.0,EDT,Men,Citrus,"woody notes, patchouli and cedar",geranium,1,1.0,0.1863813229571984,4,woody notes,patchouli,cedar,,,,,,,,,,geranium,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Alrehab,Anfas Aloud,85.5,EDP,Unisex,Arabian,oud,bergamot,2,2.0,0.0891050583657587,2,oud,,,,,,,,,,,,bergamot,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EMPORIO ARMANI,Because It's You,154.7,EDP,Women,Floral,"Musk, Vanilla and Amberwood",Rose,0,2.0,0.1660366870483602,4,Musk,Vanilla,Amberwood,,,,,,,,,,Rose,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Genie,London Burberry,14.95,EDP,Women,Floral,Wood And Musk,"Jasmine, Tiare Flower And Soft Peony",0,2.0,0.0106725958866036,3,Wood  Musk,,,,,,,,,,,,Jasmine,Tiare Flower  Soft Peony,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Cavalli,Women,103.0,EDP,Women,Arabian,"Benzoin,Tonka Beans,Vanilla",Orange Tree Blossom,0,2.0,0.1085603112840467,4,Benzoin,Tonka Beans,Vanilla,,,,,,,,,,Orange Tree Blossom,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LALIQUE,Lalique,249.0,EDP,Women,Woody,"White Musk,Sandalwood,Vanilla","Blackberry,Cassis,Pear",0,2.0,0.2708727070594774,7,White Musk,Salwood,Sandalwood,Vanilla,,,,,,,,,Blackberry,Cassis,Pear,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franck Olivier,Oud Touch,93.0,EDP,Men,Woody,"Amber, Musk And Vanilla","Violet, Patchouli, Rose, Jasmine And Olibanum",1,2.0,0.0974430239021678,6,Amber,Musk  Vanilla,,,,,,,,,,,Violet,Patchouli,Rose,Jasmine  Olibanum,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMMY HILFIGER,Tommy,130.0,EDT,Men,Spicy,"Amber, Cactus, Cotton Plant Blossom","Apple, Cranberries, Rose",1,1.0,0.1385769872151195,6,Amber,Cactus,Cotton Plant Blossom,,,,,,,,,,Apple,Cranberries,Rose,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Arden,5th Avenue,93.0,EDP,Women,Floral,"Amber, Tibetan Musk, Sandalwood, Iris and Vanilla","Bulgarian Pink Violet, Ylang-ylang, Jasmine, Indian Tuberose, Peach, Carnation and Nutmeg",0,2.0,0.0974430239021678,13,Amber,Tibetan Musk,Salwood,Sandalwood,Iris,Vanilla,,,,,,,Bulgarian Pink Violet,Ylang-ylang,Jasmine,Indian Tuberose,Peach,Carnation,Nutmeg,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ELIE SAAB,Girl Of Now,250.0,EDP,Women,Floral,"Patchouli,Cashmeran,Tonka bean, Almod milk","Orange Blossom,Magnoli,Almond",0,2.0,0.2719844357976654,7,Patchouli,Cashmeran,Tonka bean,Almod milk,,,,,,,,,Orange Blossom,Magnoli,Almond,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PACO RABANNE,One Million,287.95,EDT,Men,Woody,Blonde Leather Patchouli White Woods Amber,Rose Absolute And Cinnamon Spices,1,1.0,0.3141745414118954,2,Blonde Leather Patchouli White Woods Amber,,,,,,,,,,,,Rose Absolute  Cinnamon Spices,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cacharel,Noa,154.75,EDT,Women,Fresh,"Woodsy transparent with coffee, incense touches","White flowers, ylang-ylang, rose",0,1.0,0.1660922734852696,5,Woodsy transparent with coffee,incense touches,,,,,,,,,,,White flowers,ylang-ylang,rose,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GUESS,Seductive Homme,91.75,EDT,Men,Spicy,"Musk, Sandalwood, Patchouli, Amber","Vetiver, Violet Leaf, Orchid",1,1.0,0.096053362979433,8,Musk,Salwood,Sandalwood,Patchouli,Amber,,,,,,,,Vetiver,Violet Leaf,Orchid,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Al Fakhr,Ameer Al Oud Khususi,12.0,EDP,Unisex,"Woody, Sweet","Sandalwood, Cedarwood","Black Pepper, Cardamom",2,2.0,0.0073929961089494,5,Salwood,Sandalwood,Cedarwood,,,,,,,,,,Black Pepper,Cardamom,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
